StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,previousParticipatio,politicalView,politicalView_4_TEXT,gender,gender_3_TEXT,immigration,immigrationStatus_1,immigrationStatus_8,immigrationStatus_2,immigrationStatus_6,immigrationStatus_3,immigrationStatus_4,immigrationStatus_5,immigrationStatus_5_TEXT,language#1_1_1,language#1_1_2,language#1_1_3,language#1_2_1,language#1_2_2,language#1_2_3,language#1_3_1,language#1_3_2,language#1_3_3,language#1_4_1,language#1_4_2,language#1_4_3,language#1_5_1,language#1_5_2,language#1_5_3,Q36,random
11/21/20 15:29,11/21/20 15:32,IP Address,69.174.160.9,100,178,TRUE,11/21/20 15:32,R_33DR0VY3vntX8Yu,,,,,39.48150635,-86.06150055,anonymous,EN,I agree to participate,boost,The effect has been an influx of workers for lower end jobs.  This would make the labor rate for these jobs much more competitive.,negative,influx,6,FALSE,increase,higher,Immigration has increased in Addison during the previous three years.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,United States,506799
11/21/20 15:29,11/21/20 15:32,IP Address,72.28.238.73,100,192,TRUE,11/21/20 15:32,R_6nS2ahdFrhhWIi5,,,,,33.55459595,-81.72100067,anonymous,EN,I agree to participate,invasion,The effect has been negative.  These people took jobs away from the locals.,negative,,3,FALSE,increase,A sharp increase.,There has been a huge increase in immigrant labor over the last three years in Addison.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,United States ,619993
11/7/20 15:37,11/7/20 15:41,IP Address,172.58.67.206,100,248,TRUE,11/7/20 15:41,R_1gIvTpdJKLrVQGP,,,,,36.17500305,-95.91600037,anonymous,EN,I agree to participate,invasion,The effect has impacted job security. The effect has also increased stress for some people.,negative,,5,FALSE,increase,Invasion refers to the intrusion of one group of people or person into another's private space.,"In the last three years, there has been an influx of immigrant works in the town of Addison, which many paranoid conservatives view as an invasion.",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,birth,fluent,,,,,,,,,,,,,USA,815887
10/21/20 15:11,10/21/20 15:21,IP Address,217.138.208.148,100,593,TRUE,10/21/20 15:21,R_3MN0pP3ppQnGNki,,,,,40.71569824,-74,anonymous,EN,I agree to participate,flood,The effect of this change on the local economy is that there has been more competition due to the increase in the number of the the immigrants that flush in into the region of Addison and it had make the labor market more demand therefore ones will need to rebrand and package his or her products very well that is what i can say for and for the purpose of this research,negative,,8,FALSE,it is had changed the dimension of the immigrant labor in the town of Addison also he immigrants do farm work in the surrounding agricultural communities had brought improvement to the agricultural products,From the point of view of this passage it means there are many immigrant that coming in into the town of Addison,From my own perspective it means there are many immigrant that coming in into the town of Addison and several people are in working and selling ,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,fluent,English,2,fluent,English,3,fluent,English,4,fluent,English,5,fluent,America ,252951
11/21/20 15:27,11/21/20 15:35,IP Address,98.221.210.60,100,494,TRUE,11/21/20 15:35,R_1E6Ya8aB5WUlxWS,,,,,40.51800537,-74.84529877,anonymous,EN,I agree to participate,flood,"The immigrants have likely put a strain on public services including schools.  The local economy has gotten less American in terms of businesses as the immigrants have opened restaurants and shops catering to their people.  Overall, the local economy has probably stayed somewhat depressed since the immigrants are mostly manual workers and therefore they have not brought high salaries or skill sets that demand premium salaries to the local area.",negative,strain,3,FALSE,increase,A large inflow,The town of Addison has seen a large increase of immigrants in the last three years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,Portuguese ,1,4,,,,,,,,,,Just the U.S.,820440
10/21/20 16:26,10/21/20 16:31,IP Address,73.189.103.206,100,302,TRUE,10/21/20 16:31,R_smNjZeyjtv6hAWt,,,,,37.5428009,-122.2971039,anonymous,EN,I agree to participate,boost,The increase in immigrant labor has taken jobs from the local people. Also putting heavy drain on local social services.,negative,drain,1,FALSE,increase,Increase,The number of immigrant laborers has increased,No,Democrat,,Male,,Other,Parents came to the US as immigrants,,,,,,,,English,0,5,Korean,0,3,,,,,,,,,,USA,565729
11/7/20 15:33,11/7/20 15:35,IP Address,173.80.212.22,100,125,TRUE,11/7/20 15:35,R_1dyuaCZPOfQOCVi,,,,,37.84790039,-81.99610138,anonymous,EN,I agree to participate,increase,The job in Addison have largely been taken by migrant immigrants it stated as farmers and grew into many businesses ,negative,,1,FALSE,surge,More workers ,Addison now has many more immigrant workers ,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,Us,974518
11/7/20 15:33,11/7/20 15:37,IP Address,72.74.48.69,100,249,TRUE,11/7/20 15:37,R_1Nhldps90j3jMtR,,,,,42.72869873,-71.18340302,anonymous,EN,I agree to participate,boost,The local economy has been transformed into a replica of the place where the immigrants came from. Some wealthy people likely made an extra buck exploiting the desperate.,negative,,1,FALSE,influx,increase in something theoretically yielding desired outcomes.,The presense of immigrant laborers has increased dramatically in Addison in the past 3 years.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Polish,5,3,,,,,,,,,,USA,891926
11/7/20 16:04,11/7/20 16:18,IP Address,67.184.7.88,100,883,TRUE,11/7/20 16:18,R_b4brt8P0BkKM35f,,,,,41.7888031,-88.09159851,anonymous,EN,I agree to participate,invasion,The local economy has suffer as a result. Jobs for American citizens are not there. As a result of immigrants working they likely send most if not all of the money they make to their own countries which does not help the USA.,negative,suffer,1,FALSE,increase,a large group taking over,The town of Addison has been overcome with immigrants in the last few years.,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,usa,563790
11/7/20 16:08,11/7/20 16:16,IP Address,24.102.207.24,100,495,TRUE,11/7/20 16:16,R_3M5znTYhtK4HcJE,,,,,40.83250427,-75.70140076,anonymous,EN,I agree to participate,flood,"The local economy is probably better, but there is no place for regular people now. The local area has been invaded, and the invaders have occupied and conquered it. It is no longer the place it once was, and whites who live there will be forced to leave, if they haven't already. ",negative,"invade, invader, occupy, conquer",1,FALSE,increase,"a big wave that drowns and washes away all that once was, and leaves nothing but ruin in its wake","In the last three years, immigrants have invaded and conquered the town of Addison.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,Parents came to the US as immigrants,,,,,,,English,birth,5,Russian,birth,5,,,,,,,,,,"Mostly America but over the past 6 years up until covid I have spent 6 months of each year in Yekaterinburg, Russia. My husband is a Russian native. I am seriously considering applying for citizenship. America is dying, and will be a third world, mud-people country within two decades at most.",554498
11/21/20 16:15,11/21/20 16:22,IP Address,71.215.87.163,100,394,TRUE,11/21/20 16:22,R_vltwidCsZcPzWvL,,,,,26.43479919,-81.81099701,anonymous,EN,I agree to participate,invasion,"The town of Addison has seen exponential growth in immigrants between 2016 and 2020. They started out in agriculture and then moved into other areas of employment including cleaning, store clerks and even opening small businesses. This might impact the area regarding fewer jobs for citizens who already lived there or, may benefit the town by adding new services.",negative,,5,FALSE,increase,Too many or too much.,There has been too many immigrants taking over jobs in the town of Addison over the last three years. ,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA ,440854
11/21/20 15:35,11/21/20 15:41,IP Address,72.74.48.69,100,344,TRUE,11/21/20 15:41,R_1IbJ2vef2ykvEh6,,,,,42.72869873,-71.18340302,anonymous,EN,I agree to participate,invasion,"The wage scale has been driven lower. Anyone in the lower wage brackets, labor, is feeling economic pain due to increased competition and a push lower in wages.",negative,,2,FALSE,increase,Unwelcome influx,Over the past few years immigrant labor has flooded the town of Addison,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,US,166746
11/21/20 15:26,11/21/20 15:30,IP Address,172.56.11.142,100,196,TRUE,11/21/20 15:30,R_patMqF7wUnKXdNT,,,,,42.37019348,-83.10839844,anonymous,EN,I agree to participate,invasion,There are far fewer entry-level positions.  The economy itself has more cash flow though.  The gross production of Addison has increased l.,negative,,7,FALSE,increase,an entrance of a group of people into a new area and which the people already there do not welcome the new people ,The last three years has seen a large increase in the labor provided by immigrants in Addison.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,United States ,511862
11/21/20 15:28,11/21/20 15:31,IP Address,68.84.214.49,100,187,TRUE,11/21/20 15:31,R_3CK1RutOhSXsOJE,,,,,39.98280334,-75.82389832,anonymous,EN,I agree to participate,boost,There are far more immigrants in town. They are competing for jobs with the regular residents.,negative,,4,FALSE,increase,increase,Immigrant labor in Addison has risen in the last 3 years.,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States ,931086
11/7/20 15:52,11/7/20 15:55,IP Address,45.144.80.95,100,212,TRUE,11/7/20 15:55,R_1hAPQMwW8rHuaw8,,,,,34.07290649,-118.2606049,anonymous,EN,I agree to participate,boost,"There are now more people out of a job. There are those looking for a new start, students and unqualified for other professions that would be happy to work in those jobs.",negative,,2,FALSE,increase,This means to raise up a level or increase.,Recently there has been more immigrant labor in Addison.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,664330
10/21/20 15:23,10/21/20 15:29,IP Address,156.146.118.48,100,343,TRUE,10/21/20 15:29,R_31sg0dfkPYPg6dG,,,,,36.67550659,-93.84480286,anonymous,EN,I agree to participate,boost,"There are probably less jobs in the local economy for citizens. There are also more democratic politicians probably being elected in the county, maybe could probably change it from red to blue.",negative,,2,FALSE,increase,Increase,The last three years there has been an increase of immigrant labor in the town of Addison.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,Fluent,,,,,,,,,,,,,United States of America,895169
10/21/20 16:11,10/21/20 16:16,IP Address,71.238.41.185,100,278,TRUE,10/21/20 16:16,R_2P6E9REwcM7Vlps,,,,,45.44070435,-122.7792053,anonymous,EN,I agree to participate,invasion,There has been an explosion in the number that has arrived to the town. It could have a burden on housing and other services from the rapid influx of people.,negative,"explosion, burden, influx",3,FALSE,increase,an unwanted movement of people into foreign land,"In a short period of time, there has been a huge influx of immigrants into Addison.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,USA,991263
10/21/20 15:42,10/21/20 15:58,IP Address,76.95.9.5,100,963,TRUE,10/21/20 15:58,R_3nMfixtjy9nBdGq,,,,,33.86039734,-117.7545013,anonymous,EN,I agree to participate,flood,There has been an overall negative effect on the economy. This effect will have a long term impact.,negative,,2,FALSE,increase,A large body of unwanted things,There has been a flood of people coming into Addison.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,877110
11/21/20 16:05,11/21/20 16:07,IP Address,73.61.18.74,100,165,TRUE,11/21/20 16:07,R_1jiAWtHFmopVetF,,,,,42.63510132,-71.30139923,anonymous,EN,I agree to participate,invasion,There has probably been in an increase in competition for manual labor and service jobs. There has probably also been more demand for housing. This effect has most likely driven wages higher,negative,,6,FALSE,influx,An unwanted intrusion ,"In the last three years, there has been an influx of immigrant labor in the town of Addison",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,USA,261536
11/21/20 15:33,11/21/20 15:46,IP Address,68.2.186.115,100,802,TRUE,11/21/20 15:46,R_PFogR9nfT4Copnr,,,,,33.49169922,-111.9837036,anonymous,EN,I agree to participate,invasion,There have been less jobs. There has also been more spending though.,negative,,6,FALSE,influx,Uninvited intrusion into ones territoy,"In the last three years imperialism, and colonization have forced refugees from the global south to seek aid and shelter in western countries.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,816067
11/21/20 16:23,11/21/20 16:28,IP Address,174.232.130.238,100,291,TRUE,11/21/20 16:28,R_4Ypdrahij5s8Fhf,,,,,41.43440247,-81.63729858,anonymous,EN,I agree to participate,invasion,There is a surge in immigrants taking jobs.,negative,surge,4,FALSE,increase,Taking over,In the last three years there has been an increase in immigrant workers in Addison.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United states ,556669
11/7/20 15:37,11/7/20 15:44,IP Address,97.46.129.212,100,417,TRUE,11/7/20 15:44,R_1jNR8QVPnW8F56Z,,,,,33.45320129,-112.0747986,anonymous,EN,I agree to participate,boost,There's an increase in foreign cuisine restaurants available. The local economic state would have to pay more welfare benefits for some immigrants. ,negative,,2,FALSE,increase,Increasing substantially so.,The town of Addison has experienced massive increases of immigrant labor in the last three years. ,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States ,740736
11/7/20 15:43,11/7/20 15:45,IP Address,73.71.230.52,100,125,TRUE,11/7/20 15:45,R_308hXrcsC3rU0jp,,,,,37.37730408,-122.0194016,anonymous,EN,I agree to participate,invasion,"This change has probably contributed to cheaper labor in a number of industries. As a result, higher paying workers are probably also struggling to maintain their jobs.",negative,,5,FALSE,increase,unwanted entrance ,"In the last three years, more immigrants have moved into Addison where they have found work.",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,at birth,5,,,,,,,,,,,,,USA,866844
11/7/20 15:56,11/7/20 15:59,IP Address,72.28.238.73,100,196,TRUE,11/7/20 15:59,R_3HuDit9t0dAaRKs,,,,,33.55459595,-81.72100067,anonymous,EN,I agree to participate,boost,This has been negative.  Immigrants have taken away jobs from many of the local residents.,negative,,4,FALSE,increase,rise ,There has been a rise in immigrant labor in the town of Addison in the past three years.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,United States ,144298
11/21/20 16:16,11/21/20 16:23,IP Address,174.60.250.73,100,418,TRUE,11/21/20 16:23,R_3LkbuesGxPUMoT8,,,,,39.95339966,-76.79419708,anonymous,EN,I agree to participate,flood,"This has closed the window for regular labor based work for local residents including teenagers, retirees, housewives who need supplemental income.  It hurts the economy by taking jobs away from local people who do manual labor.",negative,hurt,3,FALSE,increase,significant increase,The Immigrant labor force has significantly increased in the last three years.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,,,,,,,,,,,,,,,United States,804914
