ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,language#1_1_1,Q36,textblob_polarity,negative,neutral,positive,roberta_sentiment,positive_z,likert_z,paraphrase_negative,paraphrase_neutral,paraphrase_positive,paraphrase_sentiment,paraphrase_similarity,paraphrase_similarity_groups
R_308hXrcsC3rU0jp,37.37730408,-122.0194016,invasion,"This change has probably contributed to cheaper labor in a number of industries. As a result, higher paying workers are probably also struggling to maintain their jobs.",negative,,5,False,increase,unwanted entrance ,"In the last three years, more immigrants have moved into Addison where they have found work.",Democrat,Female,BornInUS,English,USA,0.25,0.31254184,0.5347077,0.15275045,neutral,-1.3884575,-1.0546052347677806,0.058920063,0.8750714,0.06600859,neutral,0.8341422,medium
R_3HuDit9t0dAaRKs,33.55459595,-81.72100067,boost,This has been negative.  Immigrants have taken away jobs from many of the local residents.,negative,,4,False,increase,rise ,There has been a rise in immigrant labor in the town of Addison in the past three years.,Independent,Male,BornInUS,English,United States ,0.06666666666666667,0.9291787,0.066555314,0.0042659123,negative,-1.8139347,-1.4723415771950363,0.033836454,0.8682859,0.097877614,neutral,0.84872967,high
R_3LkbuesGxPUMoT8,39.95339966,-76.79419708,flood,"This has closed the window for regular labor based work for local residents including teenagers, retirees, housewives who need supplemental income.  It hurts the economy by taking jobs away from local people who do manual labor.",negative,hurt,3,False,increase,significant increase,The Immigrant labor force has significantly increased in the last three years.,Independent,Female,BornInUS,English,United States,-0.025,0.86645114,0.12144617,0.012102655,negative,-1.7914788,-1.890077919622292,0.022478752,0.58377975,0.39374152,neutral,0.48372775,low
R_sNlURfWsLBrgrE5,29.7375946,-95.52100372,flood,Unchecked immigration in Addison has burdened the tax-paying citizens with enormous infrastructure costs.,negative,,2,False,increase,overwhelming wave,Immigrants have overrun Addison.,Independent,Male,BornInUS,English,United States,0.0,0.86163324,0.12994361,0.008423086,negative,-1.8020225,-2.307814262049548,0.56783634,0.41163322,0.020530382,negative,0.6965475,low
R_3Hn831LpjsdNYVD,43.47320557,-111.9661026,invasion,"Very negative. There is no way that that a town the size of 12,000 can handle the influx of that many people in 4 years. It strains city and county services, hospitals, etc. ",negative,,2,False,influx,So many at once that it overwhelms a town,Addison has seen it's population increase to such an extent that it is barely recognizable from 3 years ago.,Independent,Male,BornInUS,English,"Mexico, Colombia, Ecuador, Peru, Uruguay.",0.05499999999999999,0.92702484,0.06621781,0.00675735,negative,-1.8067955,-2.307814262049548,0.6197068,0.34901634,0.031276785,negative,0.44195193,low
R_YVoVXj2dgF3dBYJ,42.94689941,-85.62059784,invasion,"With more immigrants, there has been an increased amount of workers in the area. Some might have displaced locals for jobs, perhaps, but others are likely doing work it would be difficult to find a local to do (like agriculture).",negative,,5,False,increase,Someone or something entering/taking over a certain area.,"In the last three years, there has been an influx of immigrants moving to Addison. ",Democrat,Male,BornInUS,English,USA,0.0,0.42647097,0.5195103,0.05401871,neutral,-1.6713697,-1.0546052347677806,0.22726199,0.70317113,0.06956692,neutral,0.7992703,low
R_3qfgZdid76hAQva,47.01109314,-122.875,invasion,"With such a drastic increase in a short period of time it would be very taxing on the community's resources.  Providing the immigrants are working, they would add an additional tax base and generate more spending in the community.",negative,,8,False,increase,sudden surge,"In the last three years, the town of Addison has seen a surge of immigrant labor.",Democrat,Male,BornInUS,English,USA,-0.020000000000000018,0.31963605,0.5525508,0.12781318,neutral,-1.4599143,0.19860379251398658,0.02291164,0.8140884,0.16299997,neutral,0.8103652,medium
R_3kNb9G197ynkT52,41.85009766,-72.46489716,invasion, It sounds like the effect on the local economy has been a positive one.  There seem to be a lot of people working and more business opening up.,positive,,9,False,increase,an unwelcome intrusion,"In the last three years, there has been an unwelcome intrusion of immigrants in the town of Addison.",Independent,Female,BornInUS,English,"United States, England",0.24242424242424243,0.0015154381,0.035463724,0.96302086,positive,0.93334407,0.6163401349412423,0.7258507,0.26382756,0.010321703,negative,0.7179121,low
R_W8QwOAZJy8M31PH,37.5625,-122.0003967,invasion,a lot of immigrants moved to addison. they helped the town's economy grow by a lot.,positive,,9,False,12000,massive amount of addition,there has been a huge amount of immigrants added to Addison's labor force in the last three years,Democrat,Male,BornInUS,English,USA,0.0,0.003208396,0.12000065,0.87679094,positive,0.6862553,0.6163401349412423,0.07290926,0.6453692,0.28172153,neutral,0.8315364,medium
R_emvQeAmimaPdexP,47.44670105,-122.2684021,increase,"Added a lot of low-income but valuable workers to area.  More need for low-cost housing, schooling, child cy, affordable medical care.",positive,,9,False,influx,To become more numerous,Addison is now housing and employing thousands more immigrant workers than three years ago.,Democrat,Female,BornInUS,English,USA only,0.25,0.048023608,0.4086136,0.5433628,positive,-0.26917142,0.6163401349412423,0.020317506,0.6203461,0.3593364,neutral,0.8237152,medium
R_BsH5TvfaVcbdiJX,29.58259583,-98.40910339,invasion,Addison are developing a lot in economy that what the immigrants are ranging high and high according to the year. The opportunity of the work is also raising a lot in Addison.,positive,,7,False,several,invading a country with a armed forced.,"In the last three years, there has been an invasion of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,Only USA,0.16,0.004713207,0.22977163,0.7655151,positive,0.3673982,-0.21913254991326914,0.6857905,0.30232206,0.011887489,negative,0.82649565,medium
R_2fxQBLX3W7Rklii,30.20089722,-93.4437027,boost,Addison is growing in population and has changed the economy for the better. The economy is creating more jobs for people which is causing the population growth.,positive,,9,False,increase,increase,The population in Addison has had a boost due to immigrant labor in the last three years.,Independent,Female,BornInUS,English,USA,0.5,0.010901518,0.1812142,0.8078843,positive,0.48880562,0.6163401349412423,0.0045623924,0.47299933,0.5224383,positive,0.8240148,medium
R_2Vg23N1UtS50Gc0,39.751297,-75.00090027,flood,"As the immigrant population expanded in Addison, the local economy grew.  This has been a very good effect and has enabled 40,000 immigrants to improve their stations in life.",positive,,9,False,influx,Flood in this context means an influx of people from another country to this town.,The Town of Addison has seen an influx of immigrant work forces over the past three years.,Democrat,Female,BornInUS,English,I have not lived in any other country.,0.45499999999999996,0.0015891786,0.023929756,0.9744811,positive,0.966183,0.6163401349412423,0.0529006,0.88565445,0.061444916,neutral,0.81949306,medium
R_1DqXUZeYZt7zVV9,38.9875946,-77.45539856,boost,"bar staff will work extra hours to serve event visitors, and in turn spend their extra pay in the local economy. Indirect and induced effects added a further $674,000 to the local economy",positive,,8,False,most,to lift or raise by pushing from behind or below. to advance or aid by speaking well of; promote: She always boosts her hometown. to increase; raise: to boost prices; to boost the horsepower of the car by 20 percent,"immigration would not increase labour supply, at least at the city level",Independent,Female,BornInUS,English,us,0.0,0.016755518,0.48743194,0.4958125,positive,-0.4054251,0.19860379251398658,0.53097224,0.43607563,0.032952126,negative,0.47010058,low
R_2tDLFmiwfXwCrnG,27.96000671,-82.46140289,invasion,"Because there are so many more immigrants, there are more jobs. With the city growing, it will create even more jobs for everyone.",positive,,9,False,increase,people coming into an area without being invited and taking over,Addison's immigrant labor population has grown in the past three years.,Independent,Female,BornInUS,English,USA,0.5,0.0036280395,0.08787559,0.9084963,positive,0.7771059,0.6163401349412423,0.009682754,0.646046,0.34427127,neutral,0.7931553,low
R_bwkd8L6kPOmQ0lr,32.85450745,-96.59909821,boost,"Due to the increase in immigrant workers and starting up their own local businesses, this positively impacts the local economy by increasing economic growth. And due to this increase in migrant workforce, this would help job growth and economic productivity.",positive,,7,False,increase,raise the quality or quantity of something,The town of Addison had raise in immigrant labor over the last three years.,Democrat,Male,BornInUS,English,USA,0.10858585858585859,0.002277818,0.12891847,0.8688037,positive,0.66336805,-0.21913254991326914,0.0574914,0.8949756,0.04753304,neutral,0.7789078,low
R_1FmFmRs74j6yWag,40.00180054,-75.11789703,invasion,DUE TO THESE IMMIGRANTS THE LOCAL ECONOMY WILL GROW DUE TO MORE WAGES AND MONEY TRANSACTIONS WILL BE MORE,positive,,8,False,number,ENTERING,THE ENTERING OF IMMIGRANT LABOR IN THE TOWN OF ADDISON HAS BEEN MORE DURING LAST THREE YEARS,Democrat,Female,BornInUS,English,USA,0.15,0.15977697,0.7449649,0.09525814,neutral,-1.5531996,0.19860379251398658,0.046974465,0.84429145,0.10873405,neutral,0.8193666,medium
R_UbGSiI8YCW6Kp3z,32.89830017,-96.12609863,boost,Fewer jobs for native-born Americans. Business probably prospering more because their labor costs have gone down.,positive,,3,False,increase,An increase over what was there,"Over the past three years, the amount of immigrant labor in Addison has seen a significant increase.",Republican,Male,BornInUS,English,United States,0.17222222222222222,0.027248152,0.2549274,0.7178244,positive,0.2307422,-1.890077919622292,0.010798889,0.74257594,0.24662514,neutral,0.79105943,low
R_cOplFnbvtLhlsbf,47.66630554,-117.3016968,flood,"First, buying local keeps money circulating within the local economy Data shows that local retailers return 52 percent of their revenue back into the local economy, compared to just 14 percent for national chain retailers. Money circulating through the local economy benefits everyone who is a part of each transactio",positive,,8,False,economy,there economy disclose,This eleventh edition of Modern Labor Economics has been thoroughly over the last three decades in teaching labor market economics,Democrat,Male,BornInUS,English,US,0.03571428571428571,0.0052908347,0.22549129,0.7692179,positive,0.3780085,0.19860379251398658,0.018829446,0.7969959,0.18417466,neutral,0.23197418,low
R_2UinvdL60N8Cprh,42.58360291,-83.49890137,boost,GOOD,positive,,8,False,good,GLUCOSE,GOOD,Republican,Male,BornInUS,English,GOOD,0.7,0.062185023,0.29714403,0.6406709,positive,0.009661533,0.19860379251398658,0.062185023,0.29714403,0.6406709,positive,-0.021506263,low
R_3VtCCYcGkXZbKnf,33.44129944,-112.042099,boost,high economy rate,positive,,10,False,about immigrant,12000,12000,Democrat,Female,BornInUS,English,usa,0.16,0.09284619,0.72624654,0.18090726,neutral,-1.3077751,1.034076477368498,0.20292234,0.6003941,0.1966835,neutral,-0.005701881,low
R_1CmsEmn8gu6f3Fd,31.41209412,-95.99040222,flood,I believe immigration has helped the local economy.  Number of people have grown and helped the city prosper.,positive,,10,False,growth,growth,Immigrant labor in the town of Addison has grown in the last three years.,Democrat,Female,BornInUS,English,United States,0.0,0.001682866,0.04815717,0.95015997,positive,0.89649165,1.034076477368498,0.028222408,0.7779144,0.19386318,neutral,0.8329587,medium
R_qPFHIXr9SrRcF0Z,29.74220276,-95.49030304,boost,"I believe that immigrant labor has served to boost the economy in Addison. Additionally, the small immigrant businesses that have sprouted in the area along with the taxes paid also serve to strengthen the local economy.",positive,boost,10,False,increase,An increase or a rise in something.,In the past several years there has been an increase of immigrant workers in the town of Addison.,Independent,Male,BornInUS,English,USA,-0.125,0.0019580326,0.13060625,0.8674357,positive,0.65944815,1.034076477368498,0.01937273,0.8559404,0.12468684,neutral,0.8813436,high
